id,source_id,title,datetime,top_article,reactions,comments,shares,comment_plugin
0,reuters,NTSB says Autopilot engaged in 2018 California Tesla crash,2019-09-03 16:22:20+00:00,False,0.0,0.0,2528.0,0.0
1,the-irish-times,Unemployment falls to post-crash low of 5.2%,2019-09-03 10:32:28+00:00,False,6.0,10.0,2.0,0.0
3,al-jazeera-english,North Korean footballer Han joins Italian giants Juventus,2019-09-03 17:25:39+00:00,False,0.0,0.0,7.0,0.0
4,bbc-news,UK government lawyer says proroguing parliament 'political not legal',2019-09-03 14:39:21+00:00,False,0.0,0.0,0.0,0.0
5,abc-news,'This Tender Land' is an affecting story about growing up,2019-09-03 15:56:49+00:00,False,0.0,0.0,0.0,0.0
6,reuters,EU wants to see if lawmakers will block Brexit before striking new deal: UK's Johnson,2019-09-03 16:25:41+00:00,False,0.0,0.0,817.0,0.0
7,reuters,European third quarter profit outlook improves slightly but still in recession: Refinitv,2019-09-03 16:53:48+00:00,False,0.0,0.0,0.0,0.0
8,bbc-news,How are emotional support animals allowed on flights?,2019-09-03 16:21:52+00:00,False,4.0,6.0,12.0,0.0
9,the-irish-times,Boris Johnson to meet Leo Varadkar in Dublin on Monday,2019-09-03 15:04:43+00:00,False,50.0,77.0,8.0,0.0
10,al-jazeera-english,The Afghan 'peace' deal will not bring peace to the Afghan people,2019-09-03 15:54:56+00:00,False,17.0,1.0,20.0,0.0
11,the-new-york-times,Daniil Medvedev Rides a Wave of Hostility at the U.S. Open,2019-09-03 09:59:38+00:00,False,9.0,7.0,33.0,0.0
12,cnn,'Saved by the Bell' just may have a reunion coming up,2019-09-03 12:45:52+00:00,False,37.0,5.0,43.0,0.0
13,reuters,Marks & Spencer to be kicked out of FTSE 100 for first time,2019-09-03 16:51:04+00:00,False,0.0,0.0,716.0,0.0
14,bbc-news,Neil Lennon: Celtic manager 'very pleased' with the club's transfer business,2019-09-03 17:06:05+00:00,False,0.0,0.0,0.0,0.0
15,bbc-news,Putney child murder suspects detained by police,2019-09-03 15:49:37+00:00,False,1.0,0.0,3.0,0.0
16,the-new-york-times,Attack at School in China Leaves at Least 8 Children Dead,2019-09-03 14:21:44+00:00,False,7.0,8.0,35.0,0.0
17,cbs-news,Coast Guard suspends search efforts for victims of deadly boat fire,2019-09-03 17:47:00+00:00,True,0.0,0.0,1.0,0.0
18,the-irish-times,Exchequer boost for Government ahead of budget,2019-09-03 15:30:19+00:00,False,0.0,0.0,1.0,0.0
19,newsweek,Netflix The Dark Crystal: Age of Resistance Review: The Muppets Meet 'Game of Thrones',2019-09-03 15:34:39+00:00,False,0.0,0.0,4.0,0.0
20,al-jazeera-english,Brexit: All the latest updates,2019-09-03 14:55:44+00:00,False,0.0,0.0,24.0,0.0
21,business-insider,US factory activity unexpectedly slowed last month for the first time in 3 years — and Trump's trade war was the main culprit,2019-09-03 15:19:35+00:00,False,2.0,2.0,14.0,0.0
22,the-new-york-times,Natural Wines Will Get Some New Showcases This Fall,2019-09-03 17:43:23+00:00,False,1.0,0.0,5.0,0.0
23,business-insider,From competition to collaboration: How PayPal turned challengers like Visa and Mastercard into partners and started sharing data to drive even more business,2019-09-03 17:47:23+00:00,False,0.0,0.0,3.0,0.0
24,reuters,Trial of actor Cuba Gooding Jr in groping case gets October date,2019-09-03 15:36:28+00:00,False,0.0,0.0,0.0,0.0
25,the-new-york-times,Interpreting the Interpreter: Who Was Lafcadio Hearn?,2019-09-03 09:00:06+00:00,False,4.0,0.0,6.0,0.0
26,al-jazeera-english,India's Chandrayaan-2 ready for moon landing,2019-09-03 01:46:36+00:00,False,83.0,8.0,49.0,0.0
27,abc-news,Woman survives 80-foot cliff fall in South Dakota state park,2019-09-03 15:56:26+00:00,True,0.0,0.0,8.0,0.0
28,cbs-news,Philadelphia district attorney exonerates 9 people in 19 months,2019-09-03 13:29:40+00:00,False,354.0,21.0,142.0,0.0
29,bbc-news,Keith Hill: New Bolton Wanderers boss won't 'mentally ruin' young players,2019-09-03 15:07:38+00:00,False,7.0,0.0,3.0,0.0
30,business-insider,Trump said he skipped a diplomatic trip to monitor Hurricane Dorian. Then he spent the weekend golfing.,2019-09-03 15:31:09+00:00,False,1161.0,1100.0,347.0,0.0
31,cbs-news,9/3: CBSN AM,2019-09-03 16:15:31+00:00,True,0.0,0.0,0.0,0.0
32,reuters,"Illinois joins lawsuit to ask court to stop merger of T-Mobile, Sprint",2019-09-03 17:04:14+00:00,False,0.0,0.0,0.0,0.0
33,abc-news,Hurricane Dorian has weakened to a Category 2 storm with maximum sustained winds near 110 mph (175 kph).,2019-09-03 14:57:39+00:00,False,0.0,0.0,0.0,0.0
34,business-insider,Trump says a deal with China will be 'MUCH TOUGHER' if he gets re-elected in 2020,2019-09-03 14:40:39+00:00,False,0.0,0.0,5.0,0.0
35,cbs-news,"Odessa gunman ""was on a long spiral of going down"" before shooting, officials say",2019-09-03 11:59:30+00:00,False,0.0,0.0,0.0,0.0
36,abc-news,Israel sends firefighters to help Brazil battle Amazon fires,2019-09-03 14:48:11+00:00,False,0.0,0.0,4.0,0.0
37,the-wall-street-journal,Pence faces row over stay at Trump Irish resort...,2019-09-03 14:25:38+00:00,False,155.0,89.0,28.0,0.0
38,cnn,Want to live longer? You may want to ditch these drinks,2019-09-03 15:03:51+00:00,False,812.0,423.0,589.0,0.0
39,bbc-news,Jofra Archer slides across pitch during football match with teammates,2019-09-03 17:58:22+00:00,False,0.0,0.0,4.0,0.0
40,cbs-news,Pence defends decision to stay at Trump Doonbeg property,2019-09-03 11:10:54+00:00,False,2653.0,2006.0,485.0,0.0
41,business-insider,Private equity giant Carlyle is taking a majority stake in a startup that uses AI to judge how much you smile in interviews — and it could be the future of recruiting,2019-09-03 15:00:00+00:00,False,2.0,0.0,8.0,0.0
42,the-irish-times,"At The Border, Cross – Frank McNally on the stresses of driving through the former Yugoslavia",2019-09-03 17:01:00+00:00,False,0.0,0.0,0.0,0.0
43,reuters,"U.S. edge Turkey, Canada eliminated from World Cup",2019-09-03 15:59:30+00:00,False,0.0,0.0,0.0,0.0
44,the-new-york-times,Justin Bieber Says Childhood Fame Opened Door to ‘Heavy’ Drug Use,2019-09-03 16:34:27+00:00,False,598.0,405.0,42.0,0.0
45,newsweek,Alyssa Milano Gets Slammed For Saying She's Fighting For All Americans' Rights,2019-09-03 18:09:43+00:00,False,0.0,0.0,0.0,0.0
46,bbc-news,No-deal opponents argue for Commons control,2019-09-03 18:09:35+00:00,True,0.0,0.0,0.0,0.0
47,the-wall-street-journal,Phones Buzz in Class—With Texts From Mom and Dad,2019-09-03 09:49:27+00:00,False,77.0,22.0,67.0,0.0
48,reuters,U.S. judge says opioid litigation can proceed toward trial,2019-09-03 17:44:30+00:00,True,0.0,0.0,780.0,0.0
49,cbs-news,Hurricane Dorian stalls off Florida coast,2019-09-03 17:42:25+00:00,True,0.0,0.0,1.0,0.0
50,newsweek,"Hurricane Dorian Flight Cancellations Reach Nearly 2,000 in U.S. While More Than 1,400 Routes Are Delayed",2019-09-03 16:17:27+00:00,False,0.0,0.0,1.0,0.0
51,cnn,Prince Harry launches sustainable travel initiative after private jet criticism,2019-09-03 11:02:54+00:00,False,279.0,54.0,175.0,0.0
52,cbs-news,"62,000 people in the Bahamas don't have access to fresh water after Dorian, Red Cross says",2019-09-03 12:47:32+00:00,False,0.0,0.0,0.0,0.0
53,abc-news,Chinese 'deepfake' app Zao comes under fire over privacy concerns,2019-09-03 17:50:55+00:00,True,0.0,0.0,5.0,0.0
54,the-wall-street-journal,Streaming Services Draw New Subscribers With Old-Time Rock ’n’ Roll,2019-09-03 14:06:00+00:00,False,4.0,0.0,13.0,0.0
55,cnn,Dow set to slide on new tariffs and global economic troubles,2019-09-03 12:58:30+00:00,False,150.0,41.0,149.0,0.0
56,cnn,Biden campaign signals it's preparing for a long primary fight,2019-09-03 17:56:34+00:00,False,0.0,0.0,8.0,0.0
57,cnn,AT&T makes WarnerMedia boss John Stankey the presumptive successor to its CEO,2019-09-03 17:24:16+00:00,False,9.0,5.0,14.0,0.0
58,cnn,Cancer now tops heart disease as the No. 1 cause of death in these countries,2019-09-03 09:37:52+00:00,False,1457.0,421.0,634.0,0.0
59,reuters,Air Canada files challenge over Onex's C$3.5 billion buyout of rival WestJet,2019-09-03 16:56:00+00:00,False,0.0,0.0,0.0,0.0
60,newsweek,"No Food, No Jobs, No Future: Turned Away From the U.S. Border, Young Hondurans Say They Are Struggling to Survive",2019-09-03 06:00:01+00:00,False,20.0,6.0,20.0,0.0
61,reuters,Bangladesh blocks internet services in Rohingya refugee camps,2019-09-03 15:27:36+00:00,False,0.0,0.0,3.0,0.0
62,business-insider,"How to restart an Xbox One on the console or a controller, or shut it down",2019-09-03 14:07:00+00:00,False,5.0,2.0,7.0,0.0
63,the-wall-street-journal,"Oldest, Most Strategic U.S. Base for Deterring North Korea Shuts Down",2019-09-03 09:30:00+00:00,False,457.0,139.0,172.0,0.0
64,business-insider,Pottery Barn Teen's Fantastic Beasts Collection features decor and bedding that 'Harry Potter' fans of any age will love,2019-09-03 16:30:00+00:00,False,0.0,0.0,0.0,0.0
65,al-jazeera-english,Hong Kong targets more pro-democracy activists amid protests,2019-09-03 06:50:22+00:00,False,0.0,0.0,9.0,0.0
66,the-new-york-times,Is Dying at Home Overrated?,2019-09-03 09:00:03+00:00,False,168.0,93.0,142.0,0.0
67,the-new-york-times,"Nie Yuanzi, Whose Poster Fanned Cultural Revolution, Dies at 98",2019-09-03 17:11:40+00:00,False,0.0,0.0,25.0,0.0
68,newsweek,"Oklahoma Man Hurls Cupcake From Car and Hits Driver in the Face, Gets Charged With Assault",2019-09-03 10:23:17+00:00,False,5.0,3.0,7.0,0.0
69,business-insider,Amazon is pushing its private labels just as consumers add competing products to their carts (AMZN),2019-09-03 14:10:00+00:00,False,1.0,0.0,3.0,0.0
70,reuters,"Illinois joins lawsuit to ask court to stop merger of T-Mobile, Sprint",2019-09-03 17:10:47+00:00,False,0.0,0.0,3057.0,0.0
71,cbs-news,Stocks drop on new signs of trouble in manufacturing,2019-09-03 16:11:54+00:00,False,1.0,4.0,14.0,0.0
72,cnn,Walmart ends all handgun ammunition sales and asks customers not to carry guns into stores,2019-09-03 17:00:05+00:00,True,28550.0,9390.0,9282.0,0.0
73,the-new-york-times,‘Dorian Won’t Budge’: Bahamas Hammered by Slow-Moving Hurricane,2019-09-03 07:29:24+00:00,False,268.0,30.0,86.0,0.0
74,espn,Sources: Urgency in Zeke talks; RB flying back,2019-09-03 14:22:00+00:00,True,0.0,0.0,0.0,0.0
75,cbs-news,Schools take steps to protect students in light of shootings,2019-09-03 15:31:43+00:00,False,0.0,0.0,1.0,0.0
76,business-insider,"Paying with a debit card is leaving money on the table, and 4 more reasons I only ever pay with credit",2019-09-03 17:44:43+00:00,False,0.0,0.0,3.0,0.0
77,the-irish-times,Limerick nursing home failed to investigate allegation of abuse,2019-09-03 12:13:30+00:00,False,0.0,0.0,0.0,0.0
78,cnn,US manufacturing sector shrinks for first time in three years,2019-09-03 15:21:34+00:00,False,212.0,131.0,251.0,0.0
79,reuters,Venezuelan oil exports fall to lowest level in 2019 as U.S. sanctions bite: data,2019-09-03 15:49:25+00:00,False,0.0,0.0,0.0,0.0
80,the-new-york-times,Your Tuesday Briefing,2019-09-03 09:48:29+00:00,False,1.0,1.0,34.0,0.0
81,cnn,Kristen Stewart says she was told not to hold hands with her girlfriend in public,2019-09-03 13:40:35+00:00,False,19.0,2.0,34.0,0.0
82,cnn,Here's what Hurricane Dorian is expected to do as it crawls toward the US,2019-09-03 12:00:49+00:00,True,0.0,0.0,0.0,0.0
83,abc-news,U of Illinois student arrested after noose found in elevator,2019-09-03 17:17:11+00:00,False,0.0,0.0,0.0,0.0
84,abc-news,Justice Sotomayor encourages kids to 'Just Ask' in new book,2019-09-03 14:42:43+00:00,False,0.0,0.0,0.0,0.0
85,reuters,UK public must decide next steps if parliament votes against Johnson: PM's spokesman,2019-09-03 16:27:26+00:00,False,0.0,0.0,816.0,0.0
86,bbc-news,Ariana Grande says Forever 21 'stole' name in lawsuit,2019-09-03 18:11:18+00:00,False,0.0,0.0,3.0,0.0
87,cbs-news,How to teach your kids to love reading,2019-09-03 13:15:46+00:00,False,22.0,1.0,28.0,0.0
88,newsweek,"Nintendo Direct Predictions: Next 'Smash Ultimate' DLC, 'Pokémon Sword and Shield' Starter Evolutions and More",2019-09-03 17:02:59+00:00,False,0.0,0.0,3.0,0.0
89,the-new-york-times,The Big Dream of a Small Life,2019-09-03 09:13:33+00:00,False,3.0,0.0,10.0,0.0
90,abc-news,US construction spending rose a slight 0.1% in July,2019-09-03 14:04:53+00:00,False,0.0,0.0,0.0,0.0
91,reuters,"Italy's 5-Star votes in favor of PD coalition, opening way for government",2019-09-03 17:30:53+00:00,False,0.0,0.0,869.0,0.0
92,bbc-news,Euro 2020 qualifiers: Aaron Wan-Bissaka out of England squad with back injury,2019-09-03 15:43:49+00:00,False,660.0,269.0,36.0,0.0
93,the-irish-times,Tesla drivers reportedly locked out of cars after app goes down,2019-09-03 09:53:02+00:00,False,1.0,6.0,2.0,0.0
94,business-insider,Cloudflare eyes $3.5 billion valuation in upcoming IPO,2019-09-03 13:30:50+00:00,False,14.0,0.0,10.0,0.0
95,the-new-york-times,"As Deaths Mount, France Tries to Get Serious About Domestic Violence",2019-09-03 15:14:18+00:00,False,21.0,5.0,49.0,0.0
96,newsweek,Hurricane Dorian Path Map Update: Category 3 Storm's Slow Movement Will Make It More Destructive Say Experts,2019-09-03 10:27:36+00:00,False,0.0,0.0,0.0,0.0
97,newsweek,The Real Cost of Your Blue Jeans,2019-09-03 16:16:54+00:00,False,0.0,0.0,4.0,0.0
98,abc-news,Feds offers reprieve on immigrant medical care cases,2019-09-03 17:22:44+00:00,False,0.0,0.0,0.0,0.0
99,reuters,'No deal' Brexit would cost at least $16 billion in UK exports losses: U.N.,2019-09-03 15:25:15+00:00,False,1.0,1.0,1620.0,0.0
100,bbc-news,'I'm all for the battle' with Steve Smith- Jofra Archer,2019-09-03 17:49:48+00:00,False,0.0,0.0,3.0,0.0
101,the-new-york-times,A Greenhouse Large Enough to Feed the Eastern Seaboard,2019-09-03 13:00:07+00:00,False,371.0,53.0,110.0,0.0
102,reuters,Guinea-Bissau police say 1.8 tonnes of cocaine seized in biggest ever haul,2019-09-03 15:29:54+00:00,False,0.0,0.0,2.0,0.0
103,the-irish-times,Beach near Dublin’s wastewater plant blanketed in noxious material,2019-09-03 18:16:50+00:00,False,0.0,0.0,0.0,0.0
104,reuters,Netflix applies for license under new Turkish broadcasting rules,2019-09-03 15:33:26+00:00,False,0.0,0.0,1.0,0.0
105,bbc-news,Hurricane Dorian stalls over Bahamas,2019-09-03 14:26:00+00:00,False,0.0,0.0,0.0,0.0
106,abc-news,Couple arrested for burglary 3 years after $500K lottery win,2019-09-03 17:46:56+00:00,False,0.0,0.0,0.0,0.0
107,abc-news,"Manchin decides against running for West Virginia governor, will stay in Senate",2019-09-03 14:51:47+00:00,True,304.0,235.0,35.0,0.0
108,cbs-news,Some Florida coastal residents refuse to leave homes ahead of Hurricane Dorian,2019-09-03 11:35:31+00:00,False,10.0,3.0,6.0,0.0
109,the-irish-times,Gregor Townsend believes Scotland have ‘never been in a better position’,2019-09-03 14:24:38+00:00,False,0.0,0.0,0.0,0.0
110,the-new-york-times,"The Designer Bringing Whimsy, and Magic Mushrooms, to Fine Jewelry",2019-09-03 11:01:54+00:00,False,81.0,14.0,53.0,0.0
111,the-new-york-times,Bodies of 20 Victims Recovered in California Boat Fire,2019-09-03 17:46:12+00:00,False,86.0,10.0,9.0,0.0
112,the-new-york-times,Jeffrey Epstein’s New York Hunting Ground: Dance Studios,2019-09-03 09:59:30+00:00,True,1159.0,311.0,463.0,0.0
113,bbc-news,Elephant and Castle stabbings: Norman Bertran-Tavarez named as victim,2019-09-03 13:01:47+00:00,False,3.0,0.0,1.0,0.0
114,the-new-york-times,Why More Dogs and Cats Are Making It Out of Shelters Alive,2019-09-03 09:00:18+00:00,False,1593.0,120.0,623.0,0.0
115,newsweek,Melvin Gordon Holdout: Will Los Angeles Chargers Star Play This Year?,2019-09-03 16:07:00+00:00,False,0.0,0.0,0.0,0.0
116,bbc-news,T20 World Cup Qualifier: Thailand claim two-run win over Ireland women,2019-09-03 14:08:14+00:00,False,0.0,0.0,6.0,0.0
117,cnn,Picture this: Instagram-perfect hotel views,2019-09-03 12:38:43+00:00,False,19.0,5.0,30.0,0.0
118,reuters,South African police make more arrests as riots spread,2019-09-03 16:02:31+00:00,False,1.0,0.0,4.0,0.0
119,the-irish-times,Booker Prize 2019: Margaret Atwood and Salman Rushdie on strong shortlist,2019-09-03 08:11:29+00:00,False,31.0,0.0,14.0,0.0
120,bbc-news,2019/09/03 14:00 GMT,2019-09-03 14:06:00+00:00,False,0.0,0.0,0.0,0.0
121,abc-news,Supporters of Italy's 5-Star Movement back plan for coalition government with rival Democrats in online vote,2019-09-03 17:37:54+00:00,False,0.0,0.0,3.0,0.0
122,the-new-york-times,The World’s First Ambassador to the Tech Industry - The New York Times,2019-09-03 09:00:00+00:00,False,51.0,10.0,91.0,0.0
123,abc-news,UAW workers vote to authorize strikes against Detroit 3,2019-09-03 13:03:56+00:00,False,0.0,0.0,0.0,0.0
124,reuters,Israel says Hezbollah plans advanced missile plant in Lebanon's Bekaa,2019-09-03 16:13:37+00:00,False,0.0,0.0,0.0,0.0
125,bbc-news,Deadly hurricane weakens but stalls over Bahamas,2019-09-03 07:06:30+00:00,True,0.0,0.0,0.0,0.0
126,the-irish-times,Man bought €11.2m Lotto ticket with change from chicken fillet roll,2019-09-03 12:35:25+00:00,False,6.0,0.0,1.0,0.0
127,newsweek,BTS Fans Create Forest in Seoul to Celebrate RM's Birthday,2019-09-03 10:32:21+00:00,False,44.0,3.0,10.0,0.0
128,abc-news,Convicted hacker called to testify to grand jury in Virginia,2019-09-03 15:24:41+00:00,False,0.0,0.0,0.0,0.0
129,abc-news,Dive company owner among missing in California boat fire,2019-09-03 17:48:29+00:00,False,0.0,0.0,0.0,0.0
130,reuters,Pound sinks to three-year low as election threat adds to Brexit jeopardy,2019-09-03 15:59:42+00:00,False,65.0,26.0,27.0,0.0
131,abc-news,"Texas Popeye's ran out of chicken sandwiches, man pulls gun",2019-09-03 13:24:19+00:00,False,3307.0,1786.0,1334.0,0.0
132,abc-news,Atlanta comfort Hurricane Dorian evacuees with free services,2019-09-03 10:54:38+00:00,True,1.0,0.0,17.0,0.0
133,newsweek,CNN Mistakenly Labels Alabama as 'Mississippi' After Mocking Trump Over Dorian Path Prediction,2019-09-03 16:32:18+00:00,False,2.0,0.0,6.0,0.0
134,cbs-news,British Parliament poised to consider bill to stop no-deal Brexit,2019-09-03 15:20:12+00:00,True,2.0,0.0,3.0,0.0
135,the-new-york-times,Will Trumpism Take Deeper Root in New Hampshire?,2019-09-03 09:59:30+00:00,False,399.0,194.0,104.0,0.0
136,business-insider,"Thieves broke into an Australian Apple store with a sledgehammer and stole $300,000 worth of Apple products — but they may already be worth nothing (AAPL)",2019-09-03 16:18:37+00:00,False,128.0,27.0,31.0,0.0
137,the-new-york-times,"In Fall’s Biggest Openings, Experience Is on the Menu - The New York Times",2019-09-03 16:32:00+00:00,False,0.0,0.0,7.0,0.0
138,cnn,These are the books on the coveted Booker Prize 2019 shortlist,2019-09-03 09:23:44+00:00,False,135.0,19.0,159.0,0.0
139,the-irish-times,Nadal drops his first set but advances to US Open last eight,2019-09-03 08:28:32+00:00,False,0.0,0.0,0.0,0.0
140,abc-news,WATCH: Floodwaters in Bahamas still too dangerous for responders,2019-09-03 17:17:50+00:00,False,0.0,0.0,5.0,0.0
141,bbc-news,James Mitchell: Northampton Saints sign former Connacht scrum-half,2019-09-03 14:26:33+00:00,False,0.0,0.0,2.0,0.0
142,abc-news,The Latest: Boat passengers weren't wearing life jackets,2019-09-03 15:22:38+00:00,False,0.0,0.0,0.0,0.0
143,reuters,NTSB says Autopilot engaged in 2018 California Tesla crash,2019-09-03 16:22:20+00:00,False,0.0,0.0,0.0,0.0
144,abc-news,Suspect fatally shot by police in Kaukauna,2019-09-03 17:46:39+00:00,False,0.0,0.0,0.0,0.0
145,bbc-news,'Astronaut' explores India potholes,2019-09-03 05:19:25+00:00,True,0.0,0.0,0.0,0.0
146,cbs-news,Huawei claims U.S. threatened employees and attacked network,2019-09-03 13:14:47+00:00,False,71.0,54.0,13.0,0.0
147,bbc-news,Ystalyfera landslide-risk school's portable classroom use defended,2019-09-03 15:54:31+00:00,False,2.0,0.0,3.0,0.0
148,cnn,"A 14-year-old confessed to killing all five of his family members in an Alabama home, authorities say",2019-09-03 08:38:03+00:00,False,7093.0,1828.0,3281.0,1.0
149,cnn,Bahamas' tourism could be devastated for a long time after Hurricane Dorian,2019-09-03 16:22:08+00:00,False,318.0,63.0,78.0,0.0
150,cnn,Transgender woman granted long term residency in Japan,2019-09-03 11:15:07+00:00,False,210.0,77.0,52.0,0.0
151,the-irish-times,Dublin postmaster retires after 40 ‘absolutely brilliant’ years,2019-09-03 17:51:55+00:00,False,8.0,2.0,3.0,0.0
152,bbc-news,Her Story Made History: Michelle Bachelet,2019-09-03 13:15:00+00:00,False,0.0,0.0,0.0,0.0
153,cbs-news,"Intense hurricanes like Dorian cause 1,000 times more damage",2019-09-03 14:48:41+00:00,True,296.0,323.0,90.0,0.0
154,al-jazeera-english,â€˜Genocide cardâ€™ - Myanmar Rohingya verification scheme condemned,2019-09-03 03:28:51+00:00,False,342.0,3.0,224.0,0.0
155,newsweek,Malibu Hiker Dies of Heat Stroke and Eight Others Rescued After They Ran Out of Water,2019-09-03 08:34:49+00:00,False,4.0,0.0,2.0,0.0
156,the-irish-times,Arsenal defence makes balance hard to come by,2019-09-03 10:37:37+00:00,False,0.0,0.0,0.0,0.0
157,reuters,Sisyphus on the beach: Dorian underlines coastal cities' endless rebuilding task,2019-09-03 17:55:53+00:00,False,0.0,0.0,0.0,0.0
158,bbc-news,Anak Krakatau: Volcano's tsunami trigger was 'relatively small',2019-09-03 14:02:27+00:00,False,80.0,11.0,79.0,0.0
160,the-irish-times,Mary Robinson reminds global investors of their climate duty,2019-09-03 16:45:39+00:00,False,0.0,0.0,1.0,0.0
161,reuters,Bangladesh blocks internet services in Rohingya refugee camps,2019-09-03 15:47:51+00:00,False,0.0,0.0,0.0,0.0
162,newsweek,Donald Trump Congratulates Poland As Nation Marks Somber Anniversary of Nazi Invasion: 'We Also Have Many Polish People in Our Country',2019-09-03 11:01:11+00:00,False,1683.0,835.0,623.0,0.0
163,business-insider,This mineral-based sunscreen doesn't leave white residue behind — it protects my family's fair skin and is reef-friendly,2019-09-03 15:45:00+00:00,False,0.0,0.0,1.0,0.0
164,the-new-york-times,"Life Is Imitating Stephen King’s Art, and That Scares Him",2019-09-03 09:00:13+00:00,False,465.0,72.0,366.0,0.0
165,cbs-news,Meet the hurricane hunters who fly into Dorian's eye,2019-09-03 11:48:25+00:00,False,0.0,0.0,1.0,0.0
166,reuters,Ethiopian opposition parties threaten election boycott,2019-09-03 15:55:05+00:00,False,3.0,0.0,15.0,0.0
167,bbc-news,Bullied for dancing - now bossing it as Britain's Got Talent's masked star,2019-09-03 16:20:33+00:00,False,256.0,25.0,51.0,0.0
168,business-insider,Boeing shares slide as the latest 737 Max delay threatens holiday-season travel (BA),2019-09-03 14:35:29+00:00,False,15.0,0.0,1631.0,0.0
169,cnn,YouTube says it's removing more hate speech than before but controversial channels remain up,2019-09-03 13:00:49+00:00,False,1157.0,1040.0,201.0,0.0
170,newsweek,"Kristen Stewart Reflects On Robert Pattinson Romance, Coming Out",2019-09-03 17:13:09+00:00,False,0.0,0.0,0.0,0.0
171,newsweek,"Turned Away From the U.S. Border, Young Hondurans Are Struggling To Survive",2019-09-03 06:00:01+00:00,True,0.0,0.0,0.0,0.0
172,cnn,Your boss hates you. What do you do?,2019-09-03 16:15:09+00:00,False,1.0,11.0,15.0,0.0
173,cbs-news,Eye Opener at 8: Millions of people in Florida and the southeast are anxiously watching Hurricane Dorian,2019-09-03 12:14:41+00:00,False,0.0,0.0,0.0,0.0
174,the-wall-street-journal,At Least Five Dead as Hurricane Dorian Heads Toward Southeastern U.S.,2019-09-03 09:30:00+00:00,False,1.0,0.0,2.0,0.0
175,business-insider,16 bosses reveal what they wish employees would tell them on their first day,2019-09-03 12:48:00+00:00,False,0.0,0.0,4.0,0.0
176,the-irish-times,Terry Gilliam: I disagree with John Cleese on Brexit,2019-09-03 09:29:41+00:00,False,0.0,0.0,1.0,0.0
177,reuters,New Iran nuclear deal violation would send 'wrong signal': French diplomatic source,2019-09-03 16:09:54+00:00,False,0.0,0.0,660.0,0.0
178,business-insider,I haven't gotten a new iPhone in 3 years. Here's why I can't wait to buy the iPhone 11. (AAPL),2019-09-03 13:35:14+00:00,False,179.0,37.0,29.0,0.0
179,the-wall-street-journal,Yearslong Tax Dispute Could Cost Big Tech Companies Billions - The Wall Street Journal,2019-09-03 09:30:00+00:00,False,2.0,0.0,10.0,0.0
180,cnn,"Dorian won't make landfall in Florida, but the east coast is still under threat",2019-09-03 14:43:24+00:00,False,8.0,1.0,12.0,0.0
181,the-new-york-times,Margaret Atwood and Salman Rushdie on Booker Prize Shortlist,2019-09-03 10:17:51+00:00,False,850.0,89.0,266.0,0.0
182,business-insider,Amazon's next-day shipping plan could boost sales by up to $24 billion (AMZN),2019-09-03 13:52:24+00:00,False,6.0,1.0,1718.0,0.0
183,cnn,An airline employee thought two men at Newark airport looked suspicious so she yelled for people to evacuate,2019-09-03 07:39:39+00:00,False,1452.0,1025.0,558.0,1.0
184,the-irish-times,"Johnson approved prorogation in August, Edinburgh court told",2019-09-03 18:11:58+00:00,False,0.0,0.0,0.0,0.0
185,the-irish-times,Raymond McCord in court to challenge prorogation of UK parliament,2019-09-03 10:29:56+00:00,False,7.0,0.0,3.0,0.0
186,business-insider,"'It: Chapter Two' manages to entertain for nearly 3 hours and will be a huge box-office hit, but can feel too familiar",2019-09-03 16:00:00+00:00,False,263.0,102.0,60.0,0.0
187,abc-news,Ariana Grande files lawsuit against Forever 21 seeking at least $10M,2019-09-03 17:01:21+00:00,False,373.0,187.0,57.0,0.0
188,cbs-news,California boat fire death toll jumps and several still missing,2019-09-03 06:00:05+00:00,False,817.0,149.0,146.0,0.0
189,bbc-news,German critic defends 'fat shaming' soprano Kathryn Lewek,2019-09-03 15:31:09+00:00,False,2.0,0.0,9.0,0.0
190,business-insider,11 shocking things about being a teacher that you'd never thought to ask,2019-09-03 15:13:55+00:00,False,0.0,0.0,7.0,0.0
191,reuters,"With Trump's blessing, Pompeo sought 'reset' with new EU leaders: envoy",2019-09-03 18:06:29+00:00,False,0.0,0.0,9.0,0.0
192,business-insider,"How to turn a PS4 on or off, or put it into Rest Mode, using the controller or system",2019-09-03 14:42:00+00:00,False,6.0,0.0,10.0,0.0
193,business-insider,"Some Royal Caribbean, Disney, and Norwegian Cruise ship passengers are stuck at sea as Hurricane Dorian creeps dangerously close to Florida (RCL, CCL)",2019-09-03 15:25:30+00:00,False,248.0,167.0,133.0,0.0
195,the-new-york-times,"Named the World’s Best Bar, Dante Plans a Sequel",2019-09-03 17:28:33+00:00,False,0.0,0.0,5.0,0.0
196,abc-news,Celebrity birthdays for the week of Sept. 8-14,2019-09-03 13:34:45+00:00,False,0.0,0.0,0.0,0.0
197,bbc-news,"Scotland v Russia: Steve Clarke's attention to detail is key for hosts, says Scott McTominay.",2019-09-03 13:45:02+00:00,False,7.0,1.0,7.0,0.0
198,newsweek,"FIBA Basketball World Cup 2019 Schedule: Where to Watch Team USA vs. Turkey, Live Stream, Team News, Latest Odds",2019-09-03 02:00:01+00:00,False,0.0,0.0,2.0,0.0
